Neighborhood,Release
Lincoln-Lemington-Belmar,0.0
Lincoln-Lemington-Belmar,0.0
Lincoln-Lemington-Belmar,0.0
Lincoln-Lemington-Belmar,0.0
Glen Hazel,150.0
Lincoln Place,150.0
Hays,150.0
Greenfield,150.0
New Homestead,150.0
Hazelwood,150.0
South Oakland,150.0
Squirrel Hill South,150.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,10000.0
Lincoln Place,10000.0
Hays,10000.0
Greenfield,10000.0
New Homestead,10000.0
Hazelwood,10000.0
South Oakland,10000.0
Squirrel Hill South,10000.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,59000.0
Lincoln Place,59000.0
Hays,59000.0
Greenfield,59000.0
New Homestead,59000.0
Hazelwood,59000.0
South Oakland,59000.0
Squirrel Hill South,59000.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,100000.0
Lincoln Place,100000.0
Hays,100000.0
Greenfield,100000.0
New Homestead,100000.0
Hazelwood,100000.0
South Oakland,100000.0
Squirrel Hill South,100000.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,270.0
Hays,270.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,240.0
Hays,240.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,1200.0
Hays,1200.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,5.0
Hays,5.0
Fairywood,0.0
Crafton Heights,0.0
Chartiers City,0.0
Esplen,0.0
Sheraden,0.0
Windgap,0.0
Elliott,0.0
Fairywood,1.0
Crafton Heights,1.0
Chartiers City,1.0
Esplen,1.0
Sheraden,1.0
Windgap,1.0
Elliott,1.0
North Shore,4811.0
Allegheny West,4811.0
Manchester,4811.0
Marshall-Shadeland,4811.0
Central Northside,4811.0
Allegheny Center,4811.0
Brighton Heights,4811.0
California-Kirkbride,4811.0
Chateau,4811.0
North Shore,997.0
Allegheny West,997.0
Manchester,997.0
Marshall-Shadeland,997.0
Central Northside,997.0
Allegheny Center,997.0
Brighton Heights,997.0
California-Kirkbride,997.0
Chateau,997.0
North Shore,21469.0
Allegheny West,21469.0
Manchester,21469.0
Marshall-Shadeland,21469.0
Central Northside,21469.0
Allegheny Center,21469.0
Brighton Heights,21469.0
California-Kirkbride,21469.0
Chateau,21469.0
North Shore,25207.0
Allegheny West,25207.0
Manchester,25207.0
Marshall-Shadeland,25207.0
Central Northside,25207.0
Allegheny Center,25207.0
Brighton Heights,25207.0
California-Kirkbride,25207.0
Chateau,25207.0
Lincoln-Lemington-Belmar,250.0
Lincoln-Lemington-Belmar,250.0
Perry North,0.0
Northview Heights,0.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
East Allegheny,0.0
Allegheny Center,0.0
Brighton Heights,0.0
Troy Hill,0.0
California-Kirkbride,0.0
Spring Hill-City View,0.0
Chateau,0.0
Spring Garden,0.0
Perry South,0.0
Fineview,0.0
Perry North,0.0
Northview Heights,0.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
East Allegheny,0.0
Allegheny Center,0.0
Brighton Heights,0.0
Troy Hill,0.0
California-Kirkbride,0.0
Spring Hill-City View,0.0
Chateau,0.0
Spring Garden,0.0
Perry South,0.0
Fineview,0.0
Hays,0.0
Hays,95.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
Allegheny Center,0.0
Brighton Heights,0.0
California-Kirkbride,0.0
Chateau,0.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
Allegheny Center,0.0
Brighton Heights,0.0
California-Kirkbride,0.0
Chateau,0.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
Allegheny Center,0.0
Brighton Heights,0.0
California-Kirkbride,0.0
Chateau,0.0
North Shore,5150.0
Allegheny West,5150.0
Manchester,5150.0
Marshall-Shadeland,5150.0
Central Northside,5150.0
Allegheny Center,5150.0
Brighton Heights,5150.0
California-Kirkbride,5150.0
Chateau,5150.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
Allegheny Center,0.0
Brighton Heights,0.0
California-Kirkbride,0.0
Chateau,0.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
Allegheny Center,0.0
Brighton Heights,0.0
California-Kirkbride,0.0
Chateau,0.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
Allegheny Center,0.0
Brighton Heights,0.0
California-Kirkbride,0.0
Chateau,0.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
Allegheny Center,0.0
Brighton Heights,0.0
California-Kirkbride,0.0
Chateau,0.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
Allegheny Center,0.0
Brighton Heights,0.0
California-Kirkbride,0.0
Chateau,0.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
Allegheny Center,0.0
Brighton Heights,0.0
California-Kirkbride,0.0
Chateau,0.0
Fairywood,0.0
Esplen,0.0
Windgap,0.0
Fairywood,250.0
Esplen,250.0
Windgap,250.0
Lincoln-Lemington-Belmar,0.0
Lincoln-Lemington-Belmar,0.0
Lincoln-Lemington-Belmar,0.0
Lincoln-Lemington-Belmar,0.0
Garfield,250.0
East Liberty,250.0
Morningside,250.0
Lower Lawrenceville,250.0
Polish Hill,250.0
Bloomfield,250.0
Central Lawrenceville,250.0
Stanton Heights,250.0
Strip District,250.0
Upper Lawrenceville,250.0
Garfield,250.0
East Liberty,250.0
Morningside,250.0
Lower Lawrenceville,250.0
Polish Hill,250.0
Bloomfield,250.0
Central Lawrenceville,250.0
Stanton Heights,250.0
Strip District,250.0
Upper Lawrenceville,250.0
Garfield,250.0
East Liberty,250.0
Morningside,250.0
Lower Lawrenceville,250.0
Polish Hill,250.0
Bloomfield,250.0
Central Lawrenceville,250.0
Stanton Heights,250.0
Strip District,250.0
Upper Lawrenceville,250.0
Garfield,250.0
East Liberty,250.0
Morningside,250.0
Lower Lawrenceville,250.0
Polish Hill,250.0
Bloomfield,250.0
Central Lawrenceville,250.0
Stanton Heights,250.0
Strip District,250.0
Upper Lawrenceville,250.0
Garfield,250.0
East Liberty,250.0
Morningside,250.0
Lower Lawrenceville,250.0
Polish Hill,250.0
Bloomfield,250.0
Central Lawrenceville,250.0
Stanton Heights,250.0
Strip District,250.0
Upper Lawrenceville,250.0
Garfield,250.0
East Liberty,250.0
Morningside,250.0
Lower Lawrenceville,250.0
Polish Hill,250.0
Bloomfield,250.0
Central Lawrenceville,250.0
Stanton Heights,250.0
Strip District,250.0
Upper Lawrenceville,250.0
Lincoln-Lemington-Belmar,3030.0
Lincoln-Lemington-Belmar,0.0
Garfield,0.0
East Liberty,0.0
Morningside,0.0
Lower Lawrenceville,0.0
Polish Hill,0.0
Bloomfield,0.0
Central Lawrenceville,0.0
Stanton Heights,0.0
Strip District,0.0
Upper Lawrenceville,0.0
Garfield,0.0
East Liberty,0.0
Morningside,0.0
Lower Lawrenceville,0.0
Polish Hill,0.0
Bloomfield,0.0
Central Lawrenceville,0.0
Stanton Heights,0.0
Strip District,0.0
Upper Lawrenceville,0.0
Garfield,0.0
East Liberty,0.0
Morningside,0.0
Lower Lawrenceville,0.0
Polish Hill,0.0
Bloomfield,0.0
Central Lawrenceville,0.0
Stanton Heights,0.0
Strip District,0.0
Upper Lawrenceville,0.0
Garfield,0.0
East Liberty,0.0
Morningside,0.0
Lower Lawrenceville,0.0
Polish Hill,0.0
Bloomfield,0.0
Central Lawrenceville,0.0
Stanton Heights,0.0
Strip District,0.0
Upper Lawrenceville,0.0
Arlington Heights,0.0
Allentown,0.0
South Side Slopes,0.0
Arlington,0.0
Mount Washington,0.0
South Shore,0.0
South Side Flats,0.0
Arlington Heights,1800.0
Allentown,1800.0
South Side Slopes,1800.0
Arlington,1800.0
Mount Washington,1800.0
South Shore,1800.0
South Side Flats,1800.0
Duquesne Heights,23500.0
Westwood,23500.0
Crafton Heights,23500.0
Banksville,23500.0
Mount Washington,23500.0
West End,23500.0
Ridgemont,23500.0
South Shore,23500.0
Sheraden,23500.0
Beechview,23500.0
Elliott,23500.0
Duquesne Heights,0.0
Westwood,0.0
Crafton Heights,0.0
Banksville,0.0
Mount Washington,0.0
West End,0.0
Ridgemont,0.0
South Shore,0.0
Sheraden,0.0
Beechview,0.0
Elliott,0.0
North Shore,750.0
Allegheny West,750.0
Manchester,750.0
Marshall-Shadeland,750.0
Central Northside,750.0
Allegheny Center,750.0
Brighton Heights,750.0
California-Kirkbride,750.0
Chateau,750.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
Allegheny Center,0.0
Brighton Heights,0.0
California-Kirkbride,0.0
Chateau,0.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
Allegheny Center,0.0
Brighton Heights,0.0
California-Kirkbride,0.0
Chateau,0.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
Allegheny Center,0.0
Brighton Heights,0.0
California-Kirkbride,0.0
Chateau,0.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
Allegheny Center,0.0
Brighton Heights,0.0
California-Kirkbride,0.0
Chateau,0.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
Allegheny Center,0.0
Brighton Heights,0.0
California-Kirkbride,0.0
Chateau,0.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
Allegheny Center,0.0
Brighton Heights,0.0
California-Kirkbride,0.0
Chateau,0.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
Allegheny Center,0.0
Brighton Heights,0.0
California-Kirkbride,0.0
Chateau,0.0
Marshall-Shadeland,0.0
Brighton Heights,0.0
Marshall-Shadeland,0.0
Brighton Heights,0.0
Marshall-Shadeland,5.0
Brighton Heights,5.0
Marshall-Shadeland,0.0
Brighton Heights,0.0
Point Breeze North,0.0
Squirrel Hill North,0.0
Garfield,0.0
East Liberty,0.0
Morningside,0.0
Homewood North,0.0
Larimer,0.0
Lincoln-Lemington-Belmar,0.0
Highland Park,0.0
Friendship,0.0
Homewood West,0.0
Bloomfield,0.0
Point Breeze,0.0
Stanton Heights,0.0
Shadyside,0.0
Point Breeze North,37639.0
Squirrel Hill North,37639.0
Garfield,37639.0
East Liberty,37639.0
Morningside,37639.0
Homewood North,37639.0
Larimer,37639.0
Lincoln-Lemington-Belmar,37639.0
Highland Park,37639.0
Friendship,37639.0
Homewood West,37639.0
Bloomfield,37639.0
Point Breeze,37639.0
Stanton Heights,37639.0
Shadyside,37639.0
Garfield,0.0
East Liberty,0.0
Morningside,0.0
Lower Lawrenceville,0.0
Polish Hill,0.0
Bloomfield,0.0
Central Lawrenceville,0.0
Stanton Heights,0.0
Strip District,0.0
Upper Lawrenceville,0.0
Garfield,6446.0
East Liberty,6446.0
Morningside,6446.0
Lower Lawrenceville,6446.0
Polish Hill,6446.0
Bloomfield,6446.0
Central Lawrenceville,6446.0
Stanton Heights,6446.0
Strip District,6446.0
Upper Lawrenceville,6446.0
East Carnegie,0.0
East Carnegie,250.0
East Carnegie,0.0
East Carnegie,250.0
North Shore,141.0
Allegheny West,141.0
Manchester,141.0
Marshall-Shadeland,141.0
Central Northside,141.0
Allegheny Center,141.0
Brighton Heights,141.0
California-Kirkbride,141.0
Chateau,141.0
North Shore,134.0
Allegheny West,134.0
Manchester,134.0
Marshall-Shadeland,134.0
Central Northside,134.0
Allegheny Center,134.0
Brighton Heights,134.0
California-Kirkbride,134.0
Chateau,134.0
North Shore,15.0
Allegheny West,15.0
Manchester,15.0
Marshall-Shadeland,15.0
Central Northside,15.0
Allegheny Center,15.0
Brighton Heights,15.0
California-Kirkbride,15.0
Chateau,15.0
North Shore,56.0
Allegheny West,56.0
Manchester,56.0
Marshall-Shadeland,56.0
Central Northside,56.0
Allegheny Center,56.0
Brighton Heights,56.0
California-Kirkbride,56.0
Chateau,56.0
Perry North,0.0
Northview Heights,0.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
East Allegheny,0.0
Allegheny Center,0.0
Brighton Heights,0.0
Troy Hill,0.0
California-Kirkbride,0.0
Spring Hill-City View,0.0
Chateau,0.0
Spring Garden,0.0
Perry South,0.0
Fineview,0.0
Perry North,0.0
Northview Heights,0.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
East Allegheny,0.0
Allegheny Center,0.0
Brighton Heights,0.0
Troy Hill,0.0
California-Kirkbride,0.0
Spring Hill-City View,0.0
Chateau,0.0
Spring Garden,0.0
Perry South,0.0
Fineview,0.0
Garfield,5.0
East Liberty,5.0
Morningside,5.0
Lower Lawrenceville,5.0
Polish Hill,5.0
Bloomfield,5.0
Central Lawrenceville,5.0
Stanton Heights,5.0
Strip District,5.0
Upper Lawrenceville,5.0
Garfield,5.0
East Liberty,5.0
Morningside,5.0
Lower Lawrenceville,5.0
Polish Hill,5.0
Bloomfield,5.0
Central Lawrenceville,5.0
Stanton Heights,5.0
Strip District,5.0
Upper Lawrenceville,5.0
Garfield,5.0
East Liberty,5.0
Morningside,5.0
Lower Lawrenceville,5.0
Polish Hill,5.0
Bloomfield,5.0
Central Lawrenceville,5.0
Stanton Heights,5.0
Strip District,5.0
Upper Lawrenceville,5.0
Garfield,5.0
East Liberty,5.0
Morningside,5.0
Lower Lawrenceville,5.0
Polish Hill,5.0
Bloomfield,5.0
Central Lawrenceville,5.0
Stanton Heights,5.0
Strip District,5.0
Upper Lawrenceville,5.0
Brookline,5.0
Beltzhoover,5.0
Bon Air,5.0
Overbrook,5.0
Carrick,5.0
Mount Washington,5.0
Beechview,5.0
Brookline,5.0
Beltzhoover,5.0
Bon Air,5.0
Overbrook,5.0
Carrick,5.0
Mount Washington,5.0
Beechview,5.0
Brookline,5.0
Beltzhoover,5.0
Bon Air,5.0
Overbrook,5.0
Carrick,5.0
Mount Washington,5.0
Beechview,5.0
Brookline,250.0
Beltzhoover,250.0
Bon Air,250.0
Overbrook,250.0
Carrick,250.0
Mount Washington,250.0
Beechview,250.0
Brookline,5.0
Beltzhoover,5.0
Bon Air,5.0
Overbrook,5.0
Carrick,5.0
Mount Washington,5.0
Beechview,5.0
Brookline,250.0
Beltzhoover,250.0
Bon Air,250.0
Overbrook,250.0
Carrick,250.0
Mount Washington,250.0
Beechview,250.0
Glen Hazel,2700.0
Lincoln Place,2700.0
Hays,2700.0
Greenfield,2700.0
New Homestead,2700.0
Hazelwood,2700.0
South Oakland,2700.0
Squirrel Hill South,2700.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,490.0
Lincoln Place,490.0
Hays,490.0
Greenfield,490.0
New Homestead,490.0
Hazelwood,490.0
South Oakland,490.0
Squirrel Hill South,490.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Glen Hazel,1100.0
Lincoln Place,1100.0
Hays,1100.0
Greenfield,1100.0
New Homestead,1100.0
Hazelwood,1100.0
South Oakland,1100.0
Squirrel Hill South,1100.0
Glen Hazel,0.0
Lincoln Place,0.0
Hays,0.0
Greenfield,0.0
New Homestead,0.0
Hazelwood,0.0
South Oakland,0.0
Squirrel Hill South,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,25000.0
Hays,25000.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,330.0
Hays,330.0
Lincoln Place,10.0
Hays,10.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,33.0
Hays,33.0
Lincoln-Lemington-Belmar,1185.0
Lincoln-Lemington-Belmar,250.0
North Shore,250.0
Allegheny West,250.0
Manchester,250.0
Marshall-Shadeland,250.0
Central Northside,250.0
Allegheny Center,250.0
Brighton Heights,250.0
California-Kirkbride,250.0
Chateau,250.0
North Shore,250.0
Allegheny West,250.0
Manchester,250.0
Marshall-Shadeland,250.0
Central Northside,250.0
Allegheny Center,250.0
Brighton Heights,250.0
California-Kirkbride,250.0
Chateau,250.0
North Shore,750.0
Allegheny West,750.0
Manchester,750.0
Marshall-Shadeland,750.0
Central Northside,750.0
Allegheny Center,750.0
Brighton Heights,750.0
California-Kirkbride,750.0
Chateau,750.0
North Shore,10275.0
Allegheny West,10275.0
Manchester,10275.0
Marshall-Shadeland,10275.0
Central Northside,10275.0
Allegheny Center,10275.0
Brighton Heights,10275.0
California-Kirkbride,10275.0
Chateau,10275.0
North Shore,250.0
Allegheny West,250.0
Manchester,250.0
Marshall-Shadeland,250.0
Central Northside,250.0
Allegheny Center,250.0
Brighton Heights,250.0
California-Kirkbride,250.0
Chateau,250.0
North Shore,750.0
Allegheny West,750.0
Manchester,750.0
Marshall-Shadeland,750.0
Central Northside,750.0
Allegheny Center,750.0
Brighton Heights,750.0
California-Kirkbride,750.0
Chateau,750.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
Allegheny Center,0.0
Brighton Heights,0.0
California-Kirkbride,0.0
Chateau,0.0
North Shore,5.0
Allegheny West,5.0
Manchester,5.0
Marshall-Shadeland,5.0
Central Northside,5.0
Allegheny Center,5.0
Brighton Heights,5.0
California-Kirkbride,5.0
Chateau,5.0
Garfield,13.0
East Liberty,13.0
Morningside,13.0
Lower Lawrenceville,13.0
Polish Hill,13.0
Bloomfield,13.0
Central Lawrenceville,13.0
Stanton Heights,13.0
Strip District,13.0
Upper Lawrenceville,13.0
Garfield,49.0
East Liberty,49.0
Morningside,49.0
Lower Lawrenceville,49.0
Polish Hill,49.0
Bloomfield,49.0
Central Lawrenceville,49.0
Stanton Heights,49.0
Strip District,49.0
Upper Lawrenceville,49.0
Garfield,0.0
East Liberty,0.0
Morningside,0.0
Lower Lawrenceville,0.0
Polish Hill,0.0
Bloomfield,0.0
Central Lawrenceville,0.0
Stanton Heights,0.0
Strip District,0.0
Upper Lawrenceville,0.0
Garfield,0.0
East Liberty,0.0
Morningside,0.0
Lower Lawrenceville,0.0
Polish Hill,0.0
Bloomfield,0.0
Central Lawrenceville,0.0
Stanton Heights,0.0
Strip District,0.0
Upper Lawrenceville,0.0
East Carnegie,0.0
East Carnegie,0.0
East Carnegie,0.0
East Carnegie,0.0
East Carnegie,0.0
East Carnegie,0.0
Garfield,1.0
East Liberty,1.0
Morningside,1.0
Lower Lawrenceville,1.0
Polish Hill,1.0
Bloomfield,1.0
Central Lawrenceville,1.0
Stanton Heights,1.0
Strip District,1.0
Upper Lawrenceville,1.0
Garfield,27.0
East Liberty,27.0
Morningside,27.0
Lower Lawrenceville,27.0
Polish Hill,27.0
Bloomfield,27.0
Central Lawrenceville,27.0
Stanton Heights,27.0
Strip District,27.0
Upper Lawrenceville,27.0
Garfield,0.0
East Liberty,0.0
Morningside,0.0
Lower Lawrenceville,0.0
Polish Hill,0.0
Bloomfield,0.0
Central Lawrenceville,0.0
Stanton Heights,0.0
Strip District,0.0
Upper Lawrenceville,0.0
Garfield,9.0
East Liberty,9.0
Morningside,9.0
Lower Lawrenceville,9.0
Polish Hill,9.0
Bloomfield,9.0
Central Lawrenceville,9.0
Stanton Heights,9.0
Strip District,9.0
Upper Lawrenceville,9.0
Lincoln-Lemington-Belmar,1247.0
Lincoln-Lemington-Belmar,250.0
Lincoln-Lemington-Belmar,1764.0
Lincoln-Lemington-Belmar,0.0
Lincoln-Lemington-Belmar,1.0
Lincoln-Lemington-Belmar,0.0
Brookline,5.0
Beltzhoover,5.0
Bon Air,5.0
Overbrook,5.0
Carrick,5.0
Mount Washington,5.0
Beechview,5.0
Brookline,250.0
Beltzhoover,250.0
Bon Air,250.0
Overbrook,250.0
Carrick,250.0
Mount Washington,250.0
Beechview,250.0
Brookline,5.0
Beltzhoover,5.0
Bon Air,5.0
Overbrook,5.0
Carrick,5.0
Mount Washington,5.0
Beechview,5.0
Brookline,5.0
Beltzhoover,5.0
Bon Air,5.0
Overbrook,5.0
Carrick,5.0
Mount Washington,5.0
Beechview,5.0
East Carnegie,0.0
East Carnegie,250.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,10000.0
Hays,10000.0
Lincoln Place,280.0
Hays,280.0
Lincoln Place,13.0
Hays,13.0
Lincoln Place,0.0
Hays,0.0
Lincoln Place,44.0
Hays,44.0
North Shore,149.0
Allegheny West,149.0
Manchester,149.0
Marshall-Shadeland,149.0
Central Northside,149.0
Allegheny Center,149.0
Brighton Heights,149.0
California-Kirkbride,149.0
Chateau,149.0
North Shore,121.0
Allegheny West,121.0
Manchester,121.0
Marshall-Shadeland,121.0
Central Northside,121.0
Allegheny Center,121.0
Brighton Heights,121.0
California-Kirkbride,121.0
Chateau,121.0
North Shore,22.0
Allegheny West,22.0
Manchester,22.0
Marshall-Shadeland,22.0
Central Northside,22.0
Allegheny Center,22.0
Brighton Heights,22.0
California-Kirkbride,22.0
Chateau,22.0
North Shore,32.0
Allegheny West,32.0
Manchester,32.0
Marshall-Shadeland,32.0
Central Northside,32.0
Allegheny Center,32.0
Brighton Heights,32.0
California-Kirkbride,32.0
Chateau,32.0
North Shore,5.0
Allegheny West,5.0
Manchester,5.0
Marshall-Shadeland,5.0
Central Northside,5.0
Allegheny Center,5.0
Brighton Heights,5.0
California-Kirkbride,5.0
Chateau,5.0
North Shore,750.0
Allegheny West,750.0
Manchester,750.0
Marshall-Shadeland,750.0
Central Northside,750.0
Allegheny Center,750.0
Brighton Heights,750.0
California-Kirkbride,750.0
Chateau,750.0
North Shore,8731.0
Allegheny West,8731.0
Manchester,8731.0
Marshall-Shadeland,8731.0
Central Northside,8731.0
Allegheny Center,8731.0
Brighton Heights,8731.0
California-Kirkbride,8731.0
Chateau,8731.0
North Shore,250.0
Allegheny West,250.0
Manchester,250.0
Marshall-Shadeland,250.0
Central Northside,250.0
Allegheny Center,250.0
Brighton Heights,250.0
California-Kirkbride,250.0
Chateau,250.0
North Shore,750.0
Allegheny West,750.0
Manchester,750.0
Marshall-Shadeland,750.0
Central Northside,750.0
Allegheny Center,750.0
Brighton Heights,750.0
California-Kirkbride,750.0
Chateau,750.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
Allegheny Center,0.0
Brighton Heights,0.0
California-Kirkbride,0.0
Chateau,0.0
North Shore,0.0
Allegheny West,0.0
Manchester,0.0
Marshall-Shadeland,0.0
Central Northside,0.0
Allegheny Center,0.0
Brighton Heights,0.0
California-Kirkbride,0.0
Chateau,0.0
North Shore,5.0
Allegheny West,5.0
Manchester,5.0
Marshall-Shadeland,5.0
Central Northside,5.0
Allegheny Center,5.0
Brighton Heights,5.0
California-Kirkbride,5.0
Chateau,5.0
Garfield,2.0
East Liberty,2.0
Morningside,2.0
Lower Lawrenceville,2.0
Polish Hill,2.0
Bloomfield,2.0
Central Lawrenceville,2.0
Stanton Heights,2.0
Strip District,2.0
Upper Lawrenceville,2.0
Garfield,84.0
East Liberty,84.0
Morningside,84.0
Lower Lawrenceville,84.0
Polish Hill,84.0
Bloomfield,84.0
Central Lawrenceville,84.0
Stanton Heights,84.0
Strip District,84.0
Upper Lawrenceville,84.0
Garfield,26.0
East Liberty,26.0
Morningside,26.0
Lower Lawrenceville,26.0
Polish Hill,26.0
Bloomfield,26.0
Central Lawrenceville,26.0
Stanton Heights,26.0
Strip District,26.0
Upper Lawrenceville,26.0
Garfield,20.0
East Liberty,20.0
Morningside,20.0
Lower Lawrenceville,20.0
Polish Hill,20.0
Bloomfield,20.0
Central Lawrenceville,20.0
Stanton Heights,20.0
Strip District,20.0
Upper Lawrenceville,20.0
Garfield,0.0
East Liberty,0.0
Morningside,0.0
Lower Lawrenceville,0.0
Polish Hill,0.0
Bloomfield,0.0
Central Lawrenceville,0.0
Stanton Heights,0.0
Strip District,0.0
Upper Lawrenceville,0.0
Garfield,4640.0
East Liberty,4640.0
Morningside,4640.0
Lower Lawrenceville,4640.0
Polish Hill,4640.0
Bloomfield,4640.0
Central Lawrenceville,4640.0
Stanton Heights,4640.0
Strip District,4640.0
Upper Lawrenceville,4640.0
Garfield,15.0
East Liberty,15.0
Morningside,15.0
Lower Lawrenceville,15.0
Polish Hill,15.0
Bloomfield,15.0
Central Lawrenceville,15.0
Stanton Heights,15.0
Strip District,15.0
Upper Lawrenceville,15.0
Garfield,59.0
East Liberty,59.0
Morningside,59.0
Lower Lawrenceville,59.0
Polish Hill,59.0
Bloomfield,59.0
Central Lawrenceville,59.0
Stanton Heights,59.0
Strip District,59.0
Upper Lawrenceville,59.0
Garfield,0.0
East Liberty,0.0
Morningside,0.0
Lower Lawrenceville,0.0
Polish Hill,0.0
Bloomfield,0.0
Central Lawrenceville,0.0
Stanton Heights,0.0
Strip District,0.0
Upper Lawrenceville,0.0
Garfield,0.0
East Liberty,0.0
Morningside,0.0
Lower Lawrenceville,0.0
Polish Hill,0.0
Bloomfield,0.0
Central Lawrenceville,0.0
Stanton Heights,0.0
Strip District,0.0
Upper Lawrenceville,0.0
Marshall-Shadeland,0.0
Brighton Heights,0.0
